"","X","pplot","splot","tag","spec","class","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","nmaxht98","nsumht98","nsumhtbig98","time","dbh","nmaxdbh","nmaxba","nsumba","nsumba5","nsumbabig","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","dbhclq","htclq","baclq","nmaxht98clq","nsumht98clq","nsumhtbig98clq","nmaxdbhclq","nmaxbaclq","nsumbaclq","nsumba5clq","nsumbabigclq","dbhgrowthclq","bagrowthclq","htgrowthclq","dbhcl","htcl","bacl","nmaxht98cl","nsumht98cl","nsumhtbig98cl","nmaxdbhcl","nmaxbacl","nsumbacl","nsumba5cl","nsumbabigcl","dbhgrowthcl","bagrowthcl","htgrowthcl"
"5949",994.201,9,2,455,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",4,9,FALSE,NA,NA,TRUE,TRUE,16.1,145.5,94.3,2010,6.4,20.1,0.0317309454,0.197504231694,0.1896748854,0.1767644802,7.8,0.225,0.00017848215,0.316666666666667,"ALIVE","i",8.21,0.0032169984,994,FALSE,"(5.8,7.8]","(7.6,10.7]","(0.00212,0.00353]","(16,21.1]","(129,153]","(81.3,103]","(19.2,21.3]","(0.029,0.0356]","(0.177,0.202]","(0.167,0.192]","(0.162,0.19]","(0.2,0.283]","(0.000124,0.000193]","(0.187,0.501]","(1e-05,7.34]","(5.28,7.93]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.142,0.19]","(0.221,0.331]","[0,0.000389]","(0.313,0.376]"
"5950",995.201,9,2,456,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",4,9,FALSE,NA,NA,TRUE,TRUE,16.1,146.1,116.6,2010,4,20.1,0.0317309454,0.199464590094,0.1928918838,0.1975312416,4.82,0.0416666666666667,2.454375e-05,0.118333333333333,"ALIVE","o",8.21,0.00125664,995,FALSE,"(3.93,5.8]","(4.4,5.8]","(0.000908,0.00212]","(16,21.1]","(129,153]","(103,137]","(19.2,21.3]","(0.029,0.0356]","(0.177,0.202]","(0.192,0.379]","(0.19,0.38]","(0.025,0.0545]","(1.15e-05,3.84e-05]","(0.0842,0.125]","(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]","[0,0.11]","[0,0.000389]","(0.0626,0.125]"
"5951",996.201,9,2,457,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",4,9,FALSE,NA,NA,TRUE,TRUE,16.1,146.7,125.7,2010,3.19,20.1,0.0317309454,0.1999219992,0.1928918838,0.1999219992,3.71,0.0741666666666667,3.19795245e-05,0.0758333333333333,"ALIVE","o",8.21,0.000799230894,996,FALSE,"(2.3,3.93]","(2.8,4.4]","(0.000333,0.000908]","(16,21.1]","(129,153]","(103,137]","(19.2,21.3]","(0.029,0.0356]","(0.177,0.202]","(0.192,0.379]","(0.19,0.38]","(0.0545,0.0833]","(1.15e-05,3.84e-05]","(0.0545,0.0842]","(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(100,151]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]","[0,0.11]","[0,0.000389]","(0.0626,0.125]"
"5952",997.201,9,2,459,"PIRU","P",NA,1030,"M","E",67,"S","BSLP",3,9,FALSE,NA,NA,TRUE,TRUE,16.1,178,38.4,2010,10.6,20.1,0.0317309454,0.214072244694,0.2064690936,0.1602223854,9.76,0.291666666666667,0.00040546275,0.305,"ALIVE","i",8.21,0.0088247544,997,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(16,21.1]","(178,412]","(34.4,49.8]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.141,0.162]","(0.283,0.883]","(0.000305,0.000523]","(0.187,0.501]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(15.9,18.5]","(155,206]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.142,0.19]","(0.221,0.331]","(0.000389,0.000778]","(0.25,0.313]"
"5953",1000.201,9,2,464,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",3,9,FALSE,NA,NA,TRUE,TRUE,16.1,180.1,122.3,2010,4.7,20.1,0.0317309454,0.221162050494,0.215293848,0.215293848,6.38,0.1,6.44028e-05,0.198333333333333,"ALIVE","o",8.21,0.0017349486,1000,FALSE,"(3.93,5.8]","(5.8,7.6]","(0.000908,0.00212]","(16,21.1]","(178,412]","(103,137]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.19,0.38]","(0.0833,0.112]","(3.84e-05,7.42e-05]","(0.187,0.501]","(1e-05,7.34]","(5.28,7.93]","(1e-05,0.0338]","(15.9,18.5]","(155,206]","(100,151]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]","[0,0.11]","[0,0.000389]","(0.188,0.25]"
"5954",1001.201,9,2,465,"PIRU","P",NA,1030,"M","E",67,"S","BSLP",4,9,FALSE,NA,NA,TRUE,TRUE,16.1,142.6,25,2010,13.2,20.1,0.0317309454,0.187036420494,0.1792070742,0.1239973812,7.98,0.391666666666667,0.00066752455,0.09,"ALIVE","i",8.21,0.0136848096,1001,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(16,21.1]","(129,153]","(15.1,34.4]","(19.2,21.3]","(0.029,0.0356]","(0.177,0.202]","(0.167,0.192]","(0.12,0.141]","(0.283,0.883]","(0.000523,0.00311]","(0.0842,0.125]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","(0.331,0.442]","(0.000389,0.000778]","(0.0626,0.125]"
"5955",1002.201,9,2,478,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",2,9,FALSE,NA,NA,TRUE,TRUE,16.1,170.5,33.6,2010,13.4,18.7,0.0274646526,0.146022793224,0.1386356664,0.0274646526,8.65,0.466666666666667,0.0007770224,0.245833333333333,"ALIVE","i",8.21,0.0141026424,1002,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(16,21.1]","(153,178]","(15.1,34.4]","(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.13,0.147]","[0,0.0398]","(0.283,0.883]","(0.000523,0.00311]","(0.187,0.501]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(15.9,18.5]","(155,206]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.0947,0.142]","[0,0.0474]","(0.442,0.552]","(0.000389,0.000778]","(0.188,0.25]"
"5956",1004.201,9,2,488,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",3,9,FALSE,NA,NA,TRUE,TRUE,16.1,179.6,92.5,2010,8.3,20.1,0.0317309454,0.217486378494,0.2098832274,0.1850708706,7.22,0.15,0.0001743588,0.226666666666667,"ALIVE","i",8.21,0.0054106206,1004,FALSE,"(7.8,10.8]","(5.8,7.6]","(0.00353,0.00608]","(16,21.1]","(178,412]","(81.3,103]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.162,0.19]","(0.112,0.15]","(0.000124,0.000193]","(0.187,0.501]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(15.9,18.5]","(155,206]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.142,0.19]","(0.11,0.221]","[0,0.000389]","(0.188,0.25]"
"5957",1005.201,9,2,489,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",3,9,FALSE,NA,NA,TRUE,TRUE,16.1,179,77.7,2010,6.5,20.1,0.0317309454,0.219578684094,0.211975533,0.198399894,7.17,0.125,0.00011290125,0.1725,"ALIVE","o",8.21,0.003318315,1005,FALSE,"(5.8,7.8]","(5.8,7.6]","(0.00212,0.00353]","(16,21.1]","(178,412]","(65,81.3]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.19,0.38]","(0.112,0.15]","(7.42e-05,0.000124]","(0.125,0.187]","(1e-05,7.34]","(5.28,7.93]","(1e-05,0.0338]","(15.9,18.5]","(155,206]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]","(0.11,0.221]","[0,0.000389]","(0.125,0.188]"
"5958",1008.201,9,2,620,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",5,7,FALSE,TRUE,TRUE,TRUE,TRUE,11.6,107.7,51,2010,13.3,20.1,0.0317309454,0.153555509646,0.1505737464,0.1205973846,10.27,0.25,0.000463386,0.264166666666667,"ALIVE","i",8.21,0.0138929406,1008,FALSE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]","(11.3,12.5]","(93.5,110]","(49.8,65]","(19.2,21.3]","(0.029,0.0356]","(0.141,0.157]","(0.147,0.167]","(0.12,0.141]","(0.2,0.283]","(0.000305,0.000523]","(0.187,0.501]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]","(0.221,0.331]","(0.000389,0.000778]","(0.25,0.313]"
"5959",1009.201,9,2,652,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",4,8,FALSE,NA,NA,NA,NA,NA,NA,NA,2010,20.1,19,0.02835294,0.208436536308,0.2021124798,0,8.88,NA,NA,NA,"ALIVE","i",8.21,0.0317309454,1009,FALSE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]",NA,NA,NA,"(17.1,19.2]","(0.023,0.029]","(0.202,0.38]","(0.192,0.379]","[0,0.0398]",NA,NA,NA,"(14.7,22]","(7.93,10.6]","(1e-05,0.0338]",NA,NA,NA,"(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","[0,0.0474]",NA,NA,NA
"5960",1010.201,9,2,771,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",4,8,FALSE,TRUE,TRUE,TRUE,TRUE,11.2,158.2,21.9,2010,19,20.1,0.0317309454,0.211814541708,0.2054904852,0.0317309454,12.96,0.433333333333333,0.0011163152,0.338333333333333,"ALIVE","i",8.21,0.02835294,1010,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","(153,178]","(15.1,34.4]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","[0,0.0398]","(0.283,0.883]","(0.000523,0.00311]","(0.187,0.501]","(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(10.6,13.2]","(155,206]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","[0,0.0474]","(0.331,0.442]","(0.000778,0.00117]","(0.313,0.376]"
"5961",1011.201,9,2,849,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",2,8,FALSE,NA,NA,NA,NA,NA,NA,NA,2010,10.9,18.7,0.0274646526,0.156616936014,0.1523487504,0.1000905906,6.66,NA,NA,NA,"ALIVE","o",8.21,0.0093313374,1011,FALSE,"(10.8,15.8]","(5.8,7.6]","(0.00608,0.0108]",NA,NA,NA,"(17.1,19.2]","(0.023,0.029]","(0.141,0.157]","(0.147,0.167]","(0.099,0.12]",NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]",NA,NA,NA,"(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]",NA,NA,NA
"5962",1013.201,9,2,911,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",2,6,FALSE,NA,NA,TRUE,TRUE,15.3,98.3,68.2,2010,6.8,14.4,0.0162860544,0.08465300382,0.0835178652,0.07747971,5,0.233333333333333,0.0001979208,0.183333333333333,"ALIVE","o",8.21,0.0036316896,1013,FALSE,"(5.8,7.8]","(4.4,5.8]","(0.00353,0.00608]","(14.9,16]","(93.5,110]","(65,81.3]","[0,14.4]","[0,0.0163]","(0.0686,0.102]","(0.0577,0.088]","(0.0708,0.099]","(0.2,0.283]","(0.000193,0.000305]","(0.125,0.187]","(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(13.2,15.9]","(51.5,103]","(50.2,100]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","(0.0474,0.0949]","(0.221,0.331]","[0,0.000389]","(0.125,0.188]"
"5963",1027.201,9,2,98360,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",2,6,FALSE,NA,NA,TRUE,TRUE,15.3,96.5,49.8,2010,12,14.4,0.0162860544,0.07697493342,0.0758397948,0.0527325414,7.08,0.491666666666667,0.00069894055,0.206666666666667,"ALIVE","i",8.21,0.01130976,1027,FALSE,"(10.8,15.8]","(5.8,7.6]","(0.0108,0.0217]","(14.9,16]","(93.5,110]","(34.4,49.8]","[0,14.4]","[0,0.0163]","(0.0686,0.102]","(0.0577,0.088]","(0.0398,0.0708]","(0.283,0.883]","(0.000523,0.00311]","(0.187,0.501]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(13.2,15.9]","(51.5,103]","[0,50.2]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","(0.0474,0.0949]","(0.442,0.552]","(0.000389,0.000778]","(0.188,0.25]"
"5964",1028.201,9,2,98362,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",5,8,FALSE,NA,NA,TRUE,TRUE,11.2,93.4,53.4,2010,16.2,20.1,0.0317309454,0.155315685294,0.1532598144,0.0827819454,9.63,0.525,0.00107619435,0.235833333333333,"ALIVE","i",8.21,0.0206120376,1028,FALSE,"(15.8,58.7]","(7.6,10.7]","(0.0108,0.0217]","(9.6,11.3]","(77.6,93.5]","(49.8,65]","(19.2,21.3]","(0.029,0.0356]","(0.141,0.157]","(0.147,0.167]","(0.0708,0.099]","(0.283,0.883]","(0.000523,0.00311]","(0.187,0.501]","(14.7,22]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.142,0.19]","(0.142,0.189]","(0.0474,0.0949]","(0.442,0.552]","(0.000778,0.00117]","(0.188,0.25]"
"5965",1029.201,9,2,98363,"SOAM","P",NA,1030,"M","E",67,"S","BSLP",5,9,FALSE,NA,NA,TRUE,TRUE,8.9,63.2,55.5,2010,5.7,20.1,0.0317309454,0.139309516038,0.1344863982,0.1344863982,7.21,0.341666666666667,0.00019589185,0.3675,"ALIVE","i",8.21,0.0025517646,1029,FALSE,"(3.93,5.8]","(5.8,7.6]","(0.00212,0.00353]","(8.6,9.6]","(58.6,77.6]","(49.8,65]","(19.2,21.3]","(0.029,0.0356]","(0.121,0.141]","(0.13,0.147]","(0.12,0.141]","(0.283,0.883]","(0.000193,0.000305]","(0.187,0.501]","(1e-05,7.34]","(5.28,7.93]","(1e-05,0.0338]","(7.93,10.6]","(51.5,103]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0949,0.142]","(0.331,0.442]","[0,0.000389]","(0.313,0.376]"
"5967",1031.201,9,2,98497,"ABBA","P",NA,1030,"M","E",67,"S","BSLP",4,6,FALSE,NA,NA,TRUE,TRUE,11.6,123.3,116.5,2010,2.36,22.2,0.0387076536,0.127740550476,0.1234994376,0.12765722739,8.01,0.0966666666666667,2.7028232e-05,0.500833333333333,"ALIVE","o",8.21,0.000437436384,1031,FALSE,"(2.3,3.93]","(7.6,10.7]","(0.000333,0.000908]","(11.3,12.5]","(110,129]","(103,137]","(21.3,23.6]","(0.0356,0.0437]","(0.121,0.141]","(0.111,0.13]","(0.12,0.141]","(0.0833,0.112]","(1.15e-05,3.84e-05]","(0.187,0.501]","(1e-05,7.34]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","(100,151]","(22,29.4]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","(0.0949,0.142]","[0,0.11]","[0,0.000389]","(0.438,0.501]"
"6090",1194.201,10,3,16,"ABBA","P",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,TRUE,TRUE,TRUE,13.6,169.6,107.8,2010,11.5,17.3,0.0235062366,0.222740728056,0.2180458896,0.2076746826,11.5,0.133333333333333,0.0002241008,0.15,"ALIVE","i",12.7933333333333,0.010386915,1194,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.00608,0.0108]","(12.5,13.6]","(153,178]","(103,137]","(17.1,19.2]","(0.023,0.029]","(0.202,0.38]","(0.192,0.379]","(0.19,0.38]","(0.112,0.15]","(0.000193,0.000305]","(0.125,0.187]","(7.34,14.7]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(155,206]","(100,151]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]","(0.11,0.221]","[0,0.000389]","(0.125,0.188]"
"6091",1196.201,10,3,19,"BECO","P",NA,1017,"M","E",90,"H","BSLP",8,6,FALSE,TRUE,FALSE,TRUE,FALSE,14.6,135.3,27.3,2010,15.3,22.9,0.0411871614,0.1940794086,0.1917970362,0.1407774522,12.13,0.0333333333333334,7.90636000000001e-05,-0.00583333333333321,"ALIVE","c",12.7933333333333,0.0183854286,1196,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(13.6,14.9]","(129,153]","(15.1,34.4]","(21.3,23.6]","(0.0356,0.0437]","(0.177,0.202]","(0.167,0.192]","(0.12,0.141]","(0.025,0.0545]","(7.42e-05,0.000124]","(-0.0172,0.0123]","(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.0949,0.142]","[0,0.11]","[0,0.000389]",NA
"6092",1197.201,10,3,20,"ABBA","P",NA,1017,"M","E",90,"H","BSLP",9,8,FALSE,TRUE,TRUE,TRUE,FALSE,14.6,178.4,132.8,2010,17.1,21.3,0.0356328126,0.2259760734,0.225068151,0.0821049306,8.9,0.241666666666667,0.00059408965,-0.05,"ALIVE","i",12.7933333333333,0.0229658814,1197,FALSE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]","(13.6,14.9]","(178,412]","(103,137]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.0708,0.099]","(0.2,0.283]","(0.000523,0.00311]","[-0.583,-0.0172]","(14.7,22]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(155,206]","(100,151]","(14.7,22]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.0474,0.0949]","(0.221,0.331]","(0.000389,0.000778]",NA
"6093",1198.201,10,3,21,"BECO","P",NA,1017,"M","E",90,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,FALSE,14.6,129.7,65.6,2010,9.8,21.3,0.0356328126,0.203543392206,0.1998356052,0.1975453788,9.94,0.0166666666666668,2.53946000000002e-05,-0.0466666666666667,"ALIVE","c",12.7933333333333,0.0075429816,1198,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(13.6,14.9]","(129,153]","(65,81.3]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.19,0.38]","[-2.41,0.025]","(1.15e-05,3.84e-05]","[-0.583,-0.0172]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(14.7,22]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]","[0,0.11]","[0,0.000389]",NA
"6094",1199.201,10,3,22,"ABBA","P",NA,1017,"M","E",90,"H","BSLP",6,9,FALSE,TRUE,FALSE,TRUE,FALSE,16.985,105.685,70.285,2010,14,34.6,0.0940249464,0.20177927385,0.1977613638,0.1787546838,7.17,0.116666666666667,0.0002437358,-0.0191666666666667,"ALIVE","i",12.7933333333333,0.01539384,1199,FALSE,"(10.8,15.8]","(5.8,7.6]","(0.0108,0.0217]","(16,21.1]","(93.5,110]","(65,81.3]","(30.3,58.7]","(0.0721,0.271]","(0.177,0.202]","(0.192,0.379]","(0.162,0.19]","(0.112,0.15]","(0.000193,0.000305]","[-0.583,-0.0172]","(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(15.9,18.5]","(103,155]","(50.2,100]","(29.4,36.7]","(0.0677,0.101]","(0.19,0.237]","(0.189,0.237]","(0.142,0.19]","(0.11,0.221]","[0,0.000389]",NA
"6095",1202.201,10,3,29,"BECO","P",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,TRUE,TRUE,FALSE,13.6,165.8,13.6,2010,17.3,17.1,0.0229658814,0.209621406456,0.204926568,0,12.02,0.0250000000000001,6.73480500000001e-05,-0.123333333333333,"ALIVE","c",12.7933333333333,0.0235062366,1202,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(12.5,13.6]","(153,178]","[0,15.1]","(14.4,17.1]","(0.0163,0.023]","(0.202,0.38]","(0.192,0.379]","[0,0.0398]","(0.025,0.0545]","(3.84e-05,7.42e-05]","[-0.583,-0.0172]","(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(155,206]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","[0,0.0474]","[0,0.11]","[0,0.000389]",NA
"6096",1203.201,10,3,30,"BECO","P",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,FALSE,TRUE,TRUE,13.6,166.1,27.1,2010,13.8,17.3,0.0235062366,0.218170485456,0.213475647,0.1821491826,13.59,0.0500000000000001,0.000106029,0.0325,"ALIVE","c",12.7933333333333,0.0149571576,1203,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(12.5,13.6]","(153,178]","(15.1,34.4]","(17.1,19.2]","(0.023,0.029]","(0.202,0.38]","(0.192,0.379]","(0.162,0.19]","(0.025,0.0545]","(7.42e-05,0.000124]","(0.0123,0.0333]","(7.34,14.7]","(13.2,15.9]","(1e-05,0.0338]","(13.2,15.9]","(155,206]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.19,0.237]","(0.189,0.237]","(0.142,0.19]","[0,0.11]","[0,0.000389]","[0,0.0626]"
"6097",1204.201,10,3,37,"ABBA","P",NA,1017,"M","E",90,"H","BSLP",7,7,FALSE,TRUE,TRUE,TRUE,TRUE,12.7,91,53.3,2010,18.1,15.6,0.0191134944,0.08834120295,0.0832374774,0,10.44,0.308333333333333,0.00078703625,0.153333333333333,"ALIVE","c",12.7933333333333,0.0257304894,1204,FALSE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]","(12.5,13.6]","(77.6,93.5]","(49.8,65]","(14.4,17.1]","(0.0163,0.023]","(0.0686,0.102]","(0.0577,0.088]","[0,0.0398]","(0.283,0.883]","(0.000523,0.00311]","(0.125,0.187]","(14.7,22]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]","(0.221,0.331]","(0.000778,0.00117]","(0.125,0.188]"
"6098",1205.201,10,3,51,"ABBA","P",NA,1017,"M","E",90,"H","BSLP",6,9,FALSE,TRUE,TRUE,TRUE,FALSE,15.9,96.1,0,2010,34.6,23.4,0.0430053624,0.12314816745,0.1191302574,0,13.4,0.141666666666667,0.000751038750000001,-0.29875,"ALIVE","c",12.7933333333333,0.0940249464,1205,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(14.9,16]","(93.5,110]","[0,15.1]","(21.3,23.6]","(0.0356,0.0437]","(0.121,0.141]","(0.111,0.13]","[0,0.0398]","(0.112,0.15]","(0.000523,0.00311]","[-0.583,-0.0172]","(29.4,36.7]","(13.2,15.9]","(0.0677,0.101]","(15.9,18.5]","(51.5,103]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]","(0.11,0.221]","(0.000389,0.000778]",NA
"6099",1206.201,10,3,53,"ABBA","P",NA,1017,"M","E",90,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,TRUE,14.6,131.6,103.5,2010,10.4,21.3,0.0356328126,0.202591487406,0.1988837004,0.1890504924,9.84,0.108333333333333,0.00016591575,0.103333333333333,"ALIVE","i",12.7933333333333,0.0084948864,1206,FALSE,"(7.8,10.8]","(7.6,10.7]","(0.00608,0.0108]","(13.6,14.9]","(129,153]","(103,137]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.162,0.19]","(0.0833,0.112]","(0.000124,0.000193]","(0.0842,0.125]","(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(100,151]","(14.7,22]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.142,0.19]","[0,0.11]","[0,0.000389]","(0.0626,0.125]"
"6100",1208.201,10,3,58,"BECO","P",NA,1017,"M","E",90,"H","BSLP",9,8,FALSE,TRUE,FALSE,TRUE,FALSE,14.6,175.4,54.9,2010,15.1,21.3,0.0356328126,0.2310340494,0.230126127,0.1269748326,12.36,0.0083333333333333,1.970045e-05,-0.0116666666666667,"ALIVE","c",12.7933333333333,0.0179079054,1208,FALSE,"(10.8,15.8]","(10.7,21.1]","(0.0108,0.0217]","(13.6,14.9]","(153,178]","(49.8,65]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.12,0.141]","[-2.41,0.025]","(1.15e-05,3.84e-05]","(-0.0172,0.0123]","(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(13.2,15.9]","(155,206]","(50.2,100]","(14.7,22]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.0949,0.142]","[0,0.11]","[0,0.000389]",NA
"6101",1209.201,10,3,59,"BECO","P",NA,1017,"M","E",90,"H","BSLP",9,8,FALSE,TRUE,FALSE,TRUE,TRUE,14.6,174.3,14.6,2010,16.7,21.3,0.0356328126,0.2270379342,0.2261300118,0.105070812,15.26,0.0166666666666666,4.34588e-05,0.138333333333333,"ALIVE","c",12.7933333333333,0.0219040206,1209,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(13.6,14.9]","(153,178]","[0,15.1]","(19.2,21.3]","(0.029,0.0356]","(0.202,0.38]","(0.192,0.379]","(0.099,0.12]","[-2.41,0.025]","(3.84e-05,7.42e-05]","(0.125,0.187]","(14.7,22]","(13.2,15.9]","(1e-05,0.0338]","(13.2,15.9]","(155,206]","[0,50.2]","(14.7,22]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.0949,0.142]","[0,0.11]","[0,0.000389]","(0.125,0.188]"
